Classification Code,Start Range,End Range,Start Range Number,End Range Number,Group1,Group2,Group3,Group4,Group5
LC,LC1099.501,LC1199.999,1099.501,1199.999,Special aspects of education,Types of education,,,
LC,LC1200,LC1203,1200.0,1203.0,Special aspects of education,Inclusive education,,,
LC,LC1203.001,LC1389.999,1203.001,1389.999,Special aspects of education,,,,
LC,LC1390,LC1390,1390.0,1390.0,Special aspects of education,Education of special classes of persons,Men. Boys,,
LC,LC1390.001,LC1400.999,1390.001,1400.999,Special aspects of education,Education of special classes of persons,,,
LC,LC1401,LC2572,1401.0,2572.0,Special aspects of education,Education of special classes of persons,Women. Girls,,
LC,LC2572.001,LC2573.999,2572.001,2573.999,Special aspects of education,Education of special classes of persons,,,
LC,LC2574,LC2576,2574.0,2576.0,Special aspects of education,Education of special classes of persons,Gays. Lesbians. Bisexuals,,
LC,LC2576.001,LC2579.999,2576.001,2579.999,Special aspects of education,Education of special classes of persons,,,
LC,LC2580,LC2582,2580.0,2582.0,Special aspects of education,Education of special classes of persons,Student-athletes,,
LC,LC2582.001,LC2600.999,2582.001,2600.999,Special aspects of education,Education of special classes of persons,,,
LC,LC2601,LC2611,2601.0,2611.0,Special aspects of education,Education of special classes of persons,Education in developing countries,,
LC,LC2611.001,LC2629.999,2611.001,2629.999,Special aspects of education,Education of special classes of persons,,,
LC,LC2630,LC2638,2630.0,2638.0,Special aspects of education,Education of special classes of persons,Asian Americans. Asians in the United States,,
LC,LC2638.001,LC2666.999,2638.001,2666.999,Special aspects of education,Education of special classes of persons,,,
LC,LC2667,LC2679.999,2667.0,2679.999,Special aspects of education,Education of special classes of persons,,,
LC,LC2680,LC2688,2680.0,2688.0,Special aspects of education,Education of special classes of persons,Latin Americans. Hispanic Americans,Mexican Americans. Mexicans in the United States,
LC,LC2688.001,LC2689.999,2688.001,2689.999,Special aspects of education,Education of special classes of persons,Latin Americans. Hispanic Americans,,
LC,LC2690,LC2698,2690.0,2698.0,Special aspects of education,Education of special classes of persons,Latin Americans. Hispanic Americans,Puerto Ricans. Puerto Ricans in the United States,
LC,LC2698.001,LC2698.999,2698.001,2698.999,Special aspects of education,Education of special classes of persons,Latin Americans. Hispanic Americans,,
LC,LC2699,LC2913,2699.0,2913.0,Special aspects of education,Education of special classes of persons,Blacks. African Americans,,
LC,LC2913.001,LC3000.999,2913.001,3000.999,Special aspects of education,Education of special classes of persons,,,
LC,LC3001,LC3501,3001.0,3501.0,Special aspects of education,Education of special classes of persons,Asians,,
LC,LC3501.001,LC3502.999,3501.001,3502.999,Special aspects of education,Education of special classes of persons,,,
LC,LC3503,LC3520,3503.0,3520.0,Special aspects of education,Education of special classes of persons,Romanies. Gypsies,,
LC,LC3520.001,LC3529.999,3520.001,3529.999,Special aspects of education,Education of special classes of persons,,,
LC,LC3530,LC3540,3530.0,3540.0,Special aspects of education,Education of special classes of persons,Lapps,,
LC,LC3540.001,LC3550.999,3540.001,3550.999,Special aspects of education,Education of special classes of persons,,,
LC,LC3551,LC3593,3551.0,3593.0,Special aspects of education,Education of special classes of persons,Jews,,
LC,LC3593.001,LC3700.999,3593.001,3700.999,Special aspects of education,Education of special classes of persons,,,
LC,LC3701,LC3740,3701.0,3740.0,Special aspects of education,Education of special classes of persons,Immigrants or ethnic and linguistic minorities. Bilingual schools and bilingual education,,
LC,LC3740.001,LC3744.999,3740.001,3744.999,Special aspects of education,Education of special classes of persons,,,
LC,LC3745,LC3747,3745.0,3747.0,Special aspects of education,Education of special classes of persons,Children of immigrants (First generation),,
LC,LC3747.001,LC3949.999,3747.001,3949.999,Special aspects of education,Education of special classes of persons,,,
LC,LC3950,LC3990.999,3950.0,3990.999,Special aspects of education,Education of special classes of persons,,,
LC,LC3991,LC4000,3991.0,4000.0,Special aspects of education,Education of special classes of persons,Exceptional children and youth. Special education,Gifted children and youth,
LC,LC4000.001,LC4000.999,4000.001,4000.999,Special aspects of education,Education of special classes of persons,Exceptional children and youth. Special education,,
LC,LC4001,LC4806.5,4001.0,4806.5,Special aspects of education,Education of special classes of persons,Exceptional children and youth. Special education,Children and youth with disabilities. Learning disabled children and youth,
LC,LC4806.501,LC4811.999,4806.501,4811.999,Special aspects of education,Education of special classes of persons,Exceptional children and youth. Special education,,
LC,LC4812,LC5160.3,4812.0,5160.3,Special aspects of education,Education of special classes of persons,Other special classes,,
LC,LC5160.301,LC5160.999,5160.301,5160.999,Special aspects of education,Education of special classes of persons,,,
LC,LC5161,LC5163,5161.0,5163.0,Special aspects of education,Fundamental education,,,
LC,LC5163.001,LC5200.999,5163.001,5200.999,Special aspects of education,,,,
LC,LC5201,LC5450.999,5201.0,5450.999,Special aspects of education,,,,
LC,LC5451,LC5493,5451.0,5493.0,Special aspects of education,Education extension. Adult education. Continuing education,Aged education,,
LC,LC5493.001,LC5500.999,5493.001,5500.999,Special aspects of education,Education extension. Adult education. Continuing education,,,
LC,LC5501,LC5560,5501.0,5560.0,Special aspects of education,Education extension. Adult education. Continuing education,Evening schools,,
LC,LC5560.001,LC5700.999,5560.001,5700.999,Special aspects of education,Education extension. Adult education. Continuing education,,,
LC,LC5701,LC5771,5701.0,5771.0,Special aspects of education,Education extension. Adult education. Continuing education,Vacation schools. Summer schools,,
LC,LC5771.001,LC5799.999,5771.001,5799.999,Special aspects of education,Education extension. Adult education. Continuing education,,,
LC,LC5800,LC5808,5800.0,5808.0,Special aspects of education,Education extension. Adult education. Continuing education,Distance education,,
LC,LC5808.001,LC5899.999,5808.001,5899.999,Special aspects of education,Education extension. Adult education. Continuing education,,,
LC,LC5900,LC6101,5900.0,6101.0,Special aspects of education,Education extension. Adult education. Continuing education,Correspondence schools,,
LC,LC6101.001,LC6200.999,6101.001,6200.999,Special aspects of education,Education extension. Adult education. Continuing education,,,
LC,LC6201,LC6401,6201.0,6401.0,Special aspects of education,Education extension. Adult education. Continuing education,University extension,,
LC,LC6401.001,LC6500.999,6401.001,6500.999,Special aspects of education,Education extension. Adult education. Continuing education,,,
LC,LC6501,LC6560.4,6501.0,6560.4,Special aspects of education,Education extension. Adult education. Continuing education,Lyceums and lecture courses. Forums,,
LC,LC6560.401,LC6570.999,6560.401,6570.999,Special aspects of education,Education extension. Adult education. Continuing education,,,
LC,LC6571,LC6581,6571.0,6581.0,Special aspects of education,Education extension. Adult education. Continuing education,Radio and television extension courses. Instruction by radio and television,,
LC,LC6581.001,LC6600.999,6581.001,6600.999,Special aspects of education,Education extension. Adult education. Continuing education,,,
LC,LC6601,LC6660.4,6601.0,6660.4,Special aspects of education,Education extension. Adult education. Continuing education,Reading circles and correspondence clubs,,
LC,LC6660.401,LC6680.999,6660.401,6680.999,Special aspects of education,Education extension. Adult education. Continuing education,,,
LC,LC6681,LC6681,6681.0,6681.0,Special aspects of education,Education and travel,,,
LC,LC6681.001,LC6690.999,6681.001,6690.999,Special aspects of education,,,,
LC,LC6691,LC6691,6691.0,6691.0,Special aspects of education,Traveling educational exhibits,,,
LD,LD1,LD12.999,1.0,12.999,Individual institutions,United States,,,
LD,LD13,LD6500.999,13.0,6500.999,Individual institutions,,,,
LD,LD6501,LD6501,6501.0,6501.0,Individual institutions,United States,Universities. Colleges,Community colleges. Junior colleges,
LD,LD6501.001,LD7019.999,6501.001,7019.999,Individual institutions,United States,Universities. Colleges,,
LD,LD7020,LD7251,7020.0,7251.0,Individual institutions,United States,Universities. Colleges,Womens colleges,
LD,LD7251.001,LD7500.999,7251.001,7500.999,Individual institutions,United States,Universities. Colleges,,
LD,LD7501,LD7501,7501.0,7501.0,Individual institutions,United States,Secondary and elementary schools,,
LE,LE1,LE2.999,1.0,2.999,Individual institutions,,,,
LE,LE3,LE5,3.0,5.0,Individual institutions,America (except United States),Canada,,
LE,LE5.001,LE6.999,5.001,6.999,Individual institutions,,,,
LE,LE7,LE9,7.0,9.0,Individual institutions,America (except United States),Mexico,,
LE,LE9.001,LE10.999,9.001,10.999,Individual institutions,America (except United States),,,
LE,LE11,LE13,11.0,13.0,Individual institutions,America (except United States),Central America,,
LE,LE13.001,LE14.999,13.001,14.999,Individual institutions,America (except United States),,,
LE,LE15,LE17,15.0,17.0,Individual institutions,America (except United States),West Indies,,
LE,LE17.001,LE20.999,17.001,20.999,Individual institutions,America (except United States),,,
LE,LE21,LE23,21.0,23.0,Individual institutions,America (except United States),South America,Argentina,
LE,LE23.001,LE26.999,23.001,26.999,Individual institutions,America (except United States),South America,,
LE,LE27,LE29,27.0,29.0,Individual institutions,America (except United States),South America,Bolivia,
LE,LE29.001,LE30.999,29.001,30.999,Individual institutions,America (except United States),South America,,
LE,LE31,LE33,31.0,33.0,Individual institutions,America (except United States),South America,Brazil,
LE,LE33.001,LE35.999,33.001,35.999,Individual institutions,America (except United States),South America,,
LE,LE36,LE38,36.0,38.0,Individual institutions,America (except United States),South America,Chile,
LE,LE38.001,LE40.999,38.001,40.999,Individual institutions,America (except United States),South America,,
LE,LE41,LE43,41.0,43.0,Individual institutions,America (except United States),South America,Colombia,
LE,LE43.001,LE45.999,43.001,45.999,Individual institutions,America (except United States),South America,,
LE,LE46,LE48,46.0,48.0,Individual institutions,America (except United States),South America,Ecuador,
LE,LE48.001,LE50.999,48.001,50.999,Individual institutions,America (except United States),South America,,
LE,LE51,LE59,51.0,59.0,Individual institutions,America (except United States),South America,Guianas,
LE,LE59.001,LE60.999,59.001,60.999,Individual institutions,America (except United States),South America,,
LE,LE61,LE63,61.0,63.0,Individual institutions,America (except United States),South America,Paraguay,
LE,LE63.001,LE65.999,63.001,65.999,Individual institutions,America (except United States),South America,,
LE,LE66,LE68,66.0,68.0,Individual institutions,America (except United States),South America,Peru,
LE,LE68.001,LE70.999,68.001,70.999,Individual institutions,America (except United States),South America,,
LE,LE71,LE73,71.0,73.0,Individual institutions,America (except United States),South America,Uruguay,
LE,LE73.001,LE75.999,73.001,75.999,Individual institutions,America (except United States),South America,,
LE,LE76,LE78,76.0,78.0,Individual institutions,America (except United States),South America,Venezuela,
LF,LF1,LF13.999,1.0,13.999,Individual institutions,Great Britain,,,
LF,LF14,LF797,14.0,797.0,Individual institutions,Great Britain,England,,
LF,LF797.001,LF799.999,797.001,799.999,Individual institutions,Great Britain,,,
LF,LF800,LF957,800.0,957.0,Individual institutions,Great Britain,Ireland,,
LF,LF957.001,LF959.999,957.001,959.999,Individual institutions,Great Britain,,,
LF,LF960,LF1137,960.0,1137.0,Individual institutions,Great Britain,Scotland,,
LF,LF1137.001,LF1139.999,1137.001,1139.999,Individual institutions,Great Britain,,,
LF,LF1140,LF1257,1140.0,1257.0,Individual institutions,Great Britain,Wales,,
LF,LF1257.001,LF1310.999,1257.001,1310.999,Individual institutions,Great Britain,,,
LF,LF1311,LF1537,1311.0,1537.0,Individual institutions,Austria,,,
LF,LF1537.001,LF1540.999,1537.001,1540.999,Individual institutions,,,,
LF,LF1541,LF1549,1541.0,1549.0,Individual institutions,Czech Republic,,,
LF,LF1549.001,LF1549.999,1549.001,1549.999,Individual institutions,,,,
LF,LF1550,LF1550.8,1550.0,1550.8,Individual institutions,Slovakia,,,
LF,LF1550.801,LF1560.999,1550.801,1560.999,Individual institutions,,,,
LF,LF1561,LF1697,1561.0,1697.0,Individual institutions,Hungary,,,
LF,LF1697.001,LF1704.999,1697.001,1704.999,Individual institutions,,,,
LF,LF1705,LF1709,1705.0,1709.0,Individual institutions,Finland,,,
LF,LF1709.001,LF1710.999,1709.001,1710.999,Individual institutions,,,,
